faixa_idade,genero,raca,regiao,escolaridade,situacao_trabalho,cargo,nivel,salario,tempo_experiencia_dados,tempo_experiencia_ti,satisfacao,salario_num,latitude,longitude
30-34,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Menos de 1 ano,True,10000,-20.0,-44.0
30-34,Masculino,Parda,Sul,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 7 a 10 anos,False,14000,-27.0,-51.0
30-34,Masculino,Parda,Nordeste,Mestrado,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,True,5000,-8.0,-38.0
30-34,Masculino,Parda,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-15.0,-52.0
30-34,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Preta,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Feminino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Product Manager,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 7 a 10 anos,False,14000,-27.0,-51.0
30-34,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
30-34,Feminino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-27.0,-51.0
30-34,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
30-34,Masculino,Prefiro não informar,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
30-34,Feminino,Parda,Centro-oeste,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-15.0,-52.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 1 a 2 anos,True,14000,-27.0,-51.0
30-34,Feminino,Amarela,Sudeste,Graduação/Bacharelado,Empregado (CLT),Eng. Machine Learning,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de Negócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
30-34,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,2500,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Não tenho graduação formal,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,True,10000,-20.0,-44.0
30-34,Masculino,Preta,Nordeste,Pós-graduação,Empregado (CLT),Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,de 1 a 2 anos,False,5000,-8.0,-38.0
30-34,Masculino,Branca,Sudeste,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,35000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Professor/Pesquisador,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-27.0,-51.0
30-34,Feminino,Branca,Sul,Mestrado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-27.0,-51.0
30-34,Masculino,Branca,Nordeste,Doutorado ou Phd,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-8.0,-38.0
30-34,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 5 a 6 anos,Menos de 1 ano,False,3500,-20.0,-44.0
30-34,Masculino,Prefiro não informar,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 7 a 10 anos,de 1 a 2 anos,True,35000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,False,7000,-27.0,-51.0
30-34,Masculino,Preta,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,14000,-8.0,-38.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,35000,-20.0,-44.0
30-34,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Outras Engenharias,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
30-34,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Analista de Negócios,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,False,5000,-8.0,-38.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,18000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,18000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,False,5000,-20.0,-44.0
30-34,Feminino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 5 a 6 anos,True,10000,-27.0,-51.0
30-34,Masculino,Preta,Sul,Estudante de Graduação,Empregado (CLT),Analista de Negócios,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Mais de 10 anos,True,5000,-27.0,-51.0
30-34,Feminino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
30-34,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Menos de 1 ano,True,5000,-27.0,-51.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 5 a 6 anos,True,10000,-27.0,-51.0
30-34,Feminino,Branca,Norte,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-5.0,-60.0
30-34,Feminino,Branca,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),Cientista de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,18000,-20.0,-44.0
30-34,Masculino,Parda,Sudeste,Não tenho graduação formal,Empregado (CLT),Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 3 a 4 anos,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,True,7000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Eng. Machine Learning,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,de 3 a 4 anos,True,22500,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,10000,-20.0,-44.0
30-34,Feminino,Amarela,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-15.0,-52.0
30-34,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,de 5 a 6 anos,False,18000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,False,3500,-27.0,-51.0
30-34,Feminino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
30-34,Masculino,Preta,Norte,Mestrado,Empregado (CLT),Eng. Machine Learning,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,de 5 a 6 anos,True,22500,-5.0,-60.0
30-34,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-27.0,-51.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
30-34,Feminino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,14000,-8.0,-38.0
30-34,Masculino,Amarela,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,de 1 a 2 anos,True,27500,-20.0,-44.0
30-34,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Desenvolvedor,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,de 5 a 6 anos,True,14000,-20.0,-44.0
30-34,Masculino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-15.0,-52.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,de 3 a 4 anos,True,18000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Desenvolvedor,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,3500,-20.0,-44.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Menos de 1 ano,True,18000,-27.0,-51.0
30-34,Masculino,Parda,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
30-34,Feminino,Parda,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Eng. Machine Learning,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-20.0,-44.0
30-34,Feminino,Parda,Nordeste,Mestrado,Empreendedor ou Empregado (CNPJ),Cientista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Menos de 1 ano,True,14000,-8.0,-38.0
30-34,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Desenvolvedor,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,de 3 a 4 anos,False,3500,-20.0,-44.0
30-34,Masculino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,True,5000,-15.0,-52.0
30-34,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,14000,-20.0,-44.0
30-34,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Masculino,Parda,Sudeste,Não tenho graduação formal,Empregado (CLT),Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
30-34,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,7000,-27.0,-51.0
30-34,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
30-34,Feminino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,de 3 a 4 anos,False,3500,-8.0,-38.0
30-34,Masculino,Parda,Sul,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Menos de 1 ano,False,5000,-27.0,-51.0
30-34,Masculino,Branca,Sul,Pós-graduação,Empreendedor ou Empregado (CNPJ),Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-27.0,-51.0
30-34,Masculino,Branca,Sul,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-27.0,-51.0
30-34,Masculino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 1 a 2 anos,True,10000,-8.0,-38.0
30-34,Masculino,Branca,Nordeste,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 5 a 6 anos,de 3 a 4 anos,True,18000,-8.0,-38.0
